IdRegion,Prov072,-12.1064516991529,-75.2257845325652
IdRegion,Prov073,-10.6270675233238,-75.0890295249574
IdRegion,Prov074,-9.14768334749461,-74.9522745173496
IdRegion,Prov075,-7.66829917166547,-74.8155195097418
IdRegion,Prov076,-6.18891499583633,-74.678764502134
IdRegion,Prov077,-4.70953082000719,-74.5420094945262
IdRegion,Prov078,-11.6133921740823,-75.5920862436123
IdRegion,Prov079,-10.1340079982532,-75.4553312360045
IdRegion,Prov080,-8.65462382242402,-75.3185762283967
IdRegion,Prov081,-7.17523964659488,-75.1818212207889
IdRegion,Prov082,-5.69585547076574,-75.0450662131811
IdRegion,Prov083,-4.2164712949366,-74.9083112055733
IdRegion,Prov084,-11.1203326490117,-75.9583879546594
IdRegion,Prov085,-9.64094847318257,-75.8216329470516
IdRegion,Prov086,-8.16156429735343,-75.6848779394438
IdRegion,Prov087,-6.68218012152429,-75.548122931836
IdRegion,Prov088,-5.20279594569515,-75.4113679242282
IdRegion,Prov089,-3.72341176986601,-75.2746129166204
IdRegion,Prov090,-10.6272731239411,-76.3246896657065
IdRegion,Prov091,-9.14788894811198,-76.1879346580987
IdRegion,Prov092,-7.66850477228284,-76.0511796504909
IdRegion,Prov093,-6.1891205964537,-75.9144246428831
IdRegion,Prov094,-4.70973642062456,-75.7776696352753
IdRegion,Prov095,-3.23035224479542,-75.6409146276675
IdRegion,Prov096,-10.1342135988705,-76.6909913767536
IdRegion,Prov097,-8.65482942304139,-76.5542363691458
IdRegion,Prov098,-7.17544524721225,-76.417481361538
IdRegion,Prov099,-5.69606107138311,-76.2807263539302
IdRegion,Prov100,-4.21667689555397,-76.1439713463224
IdRegion,Prov101,-2.73729271972482,-76.0072163387146
